input1,input2,input3,input4,input5,input6,output1,output2,output3,output4,output5,output6,output7,output8,output9
-2.094395102,1.256637061,-0.41887902,-1.256637061,-2.094395102,0.41887902,-0.357637353,0.065051144,-0.931592117,-0.928068827,-0.135687436,0.346809994,-0.103844959,0.988613812,0.108898834
-2.094395102,1.256637061,-0.41887902,-1.256637061,-2.094395102,1.256637061,0.453001762,0.065051144,-0.889133147,-0.878729309,-0.135687436,-0.457628365,-0.150413445,0.988613812,-0.004304301
-2.094395102,1.256637061,-0.41887902,-1.256637061,-1.256637061,-2.094395102,-0.097927207,-0.480826011,0.871330368,0.843051856,0.425177513,0.329374634,-0.52884197,0.766831422,0.363724815
-2.094395102,1.256637061,-0.41887902,-1.256637061,-1.256637061,-1.256637061,-0.713050745,-0.480826011,0.51025972,0.319338745,0.425177513,0.846904273,-0.624164562,0.766831422,-0.149626768
-2.094395102,1.256637061,-0.41887902,-1.256637061,-1.256637061,-0.41887902,-0.856320948,-0.480826011,-0.188469576,-0.415693201,0.425177513,0.804004506,-0.306453254,0.766831422,-0.563964515
-2.094395102,1.256637061,-0.41887902,-1.256637061,-1.256637061,0.41887902,-0.432930365,-0.480826011,-0.762481243,-0.875644831,0.425177513,0.229063771,0.214050059,0.766831422,-0.605105067
-2.094395102,1.256637061,-0.41887902,-1.256637061,-1.256637061,1.256637061,0.276947032,-0.480826011,-0.831929497,-0.756148314,0.425177513,-0.497457345,0.592908146,0.766831422,-0.245824127
-2.094395102,1.256637061,-0.41887902,-1.256637061,-0.41887902,-2.094395102,0.360660807,-0.708521944,0.606564454,0.407399811,0.70468601,0.58089846,-0.839016791,0.037606937,0.542804331
-2.094395102,1.256637061,-0.41887902,-1.256637061,-0.41887902,-1.256637061,-0.209436051,-0.708521944,0.673894053,-0.159088002,0.70468601,0.691454,-0.964794044,0.037606937,-0.260303996
-2.094395102,1.256637061,-0.41887902,-1.256637061,-0.41887902,-0.41887902,-0.640940951,-0.708521944,0.295281819,-0.620301113,0.70468601,0.344447609,-0.452129656,0.037606937,-0.891159072
-2.094395102,1.256637061,-0.41887902,-1.256637061,-0.41887902,0.41887902,-0.648310363,-0.708521944,-0.278729849,-0.671036919,0.70468601,-0.230493125,0.359726462,0.037606937,-0.932299625
-2.094395102,1.256637061,-0.41887902,-1.256637061,-0.41887902,1.256637061,-0.226667662,-0.708521944,-0.668295164,-0.277721567,0.70468601,-0.652907618,0.933537628,0.037606937,-0.356501354
-2.094395102,1.256637061,-0.41887902,-1.256637061,0.41887902,-2.094395102,0.814057154,-0.467361425,0.344795951,-0.063995027,0.517876442,0.853058396,-0.577248288,-0.716503517,0.391672215
-2.094395102,1.256637061,-0.41887902,-1.256637061,0.41887902,-1.256637061,0.28847723,-0.467361425,0.835675886,-0.676766964,0.517876442,0.523249909,-0.677323677,-0.716503517,-0.166899211
-2.094395102,1.256637061,-0.41887902,-1.256637061,0.41887902,-0.41887902,-0.427999266,-0.467361425,0.773556673,-0.841695951,0.517876442,-0.152813339,-0.329187718,-0.716503517,-0.615026956
-2.094395102,1.256637061,-0.41887902,-1.256637061,0.41887902,0.41887902,-0.861252047,-0.467361425,0.199545006,-0.449642081,0.517876442,-0.727754073,0.236784523,-0.716503517,-0.656167509
-2.094395102,1.256637061,-0.41887902,-1.256637061,0.41887902,1.256637061,-0.724580943,-0.467361425,-0.506513332,0.239957396,0.517876442,-0.82111171,0.646067261,-0.716503517,-0.26309657
-2.094395102,1.256637061,-0.41887902,-1.256637061,1.256637061,-2.094395102,0.962231886,0.083070276,0.25924723,-0.259192409,-0.011632056,0.965755658,0.083241168,-0.996475802,0.01033845
-2.094395102,1.256637061,-0.41887902,-1.256637061,1.256637061,-1.256637061,0.451200568,0.083070276,0.888547903,-0.891129894,-0.011632056,0.453599171,0.048016247,-0.996475802,0.068778016
-2.094395102,1.256637061,-0.41887902,-1.256637061,1.256637061,-0.41887902,-0.358407667,0.083070276,0.929861965,-0.933372163,-0.011632056,-0.358721481,-0.018982887,-0.996475802,0.081704501
-2.094395102,1.256637061,-0.41887902,-1.256637061,1.256637061,0.41887902,-0.930843647,0.083070276,0.355850297,-0.357965869,-0.011632056,-0.933662215,-0.073420308,-0.996475802,0.040563949
-2.094395102,1.256637061,-0.41887902,-1.256637061,1.256637061,1.256637061,-0.887304281,0.083070276,-0.453641314,0.454320325,-0.011632056,-0.890762447,-0.079272664,-0.996475802,-0.027419342
-2.094395102,1.256637061,-0.41887902,-0.41887902,-2.094395102,-2.094395102,0.004717744,0.604129936,0.796871862,0.946950913,0.253376381,-0.197697693,-0.321343604,0.755531224,-0.570886029
-2.094395102,1.256637061,-0.41887902,-0.41887902,-2.094395102,-1.256637061,-0.589034414,0.604129936,0.536717319,0.780551856,0.253376381,0.571436093,0.209230158,0.755531224,-0.620802151
-2.094395102,1.256637061,-0.41887902,-0.41887902,-2.094395102,-0.41887902,-0.792999653,0.604129936,-0.078603891,0.097631361,0.253376381,0.962428453,0.601348209,0.755531224,-0.25990941
-2.094395102,1.256637061,-0.41887902,-0.41887902,-2.094395102,0.41887902,-0.472206263,0.604129936,-0.641909858,-0.649895593,0.253376381,0.716544575,0.595530825,0.755531224,0.272975468
-2.094395102,1.256637061,-0.41887902,-0.41887902,-2.094395102,1.256637061,0.161064326,0.604129936,-0.780439174,-0.967361425,0.253376381,-0.003504641,0.195627595,0.755531224,0.625221891
-2.094395102,1.256637061,-0.41887902,-0.41887902,-1.256637061,-2.094395102,-0.271091956,0.111182486,0.956110666,0.520570276,0.852441745,0.048473282,-0.809639265,0.510863511,-0.288968398
-2.094395102,1.256637061,-0.41887902,-0.41887902,-1.256637061,-1.256637061,-0.891924619,0.111182486,0.438302326,0.312306836,0.852441745,0.419294064,-0.327009043,0.510863511,-0.795036829
-2.094395102,1.256637061,-0.41887902,-0.41887902,-1.256637061,-0.41887902,-0.922536166,0.111182486,-0.369547665,-0.102622151,0.852441745,0.5126517,0.372015747,0.510863511,-0.774998553
-2.094395102,1.256637061,-0.41887902,-0.41887902,-1.256637061,0.41887902,-0.34266975,0.111182486,-0.932853631,-0.449642081,0.852441745,0.266767822,0.824863287,0.510863511,-0.242113675
-2.094395102,1.256637061,-0.41887902,-0.41887902,-1.256637061,1.256637061,0.463954532,0.111182486,-0.878854167,-0.499116405,0.852441745,-0.155646671,0.731866796,0.510863511,0.450987213
-2.094395102,1.256637061,-0.41887902,-0.41887902,-0.41887902,-2.094395102,-0.138392416,-0.455338726,0.879496551,-0.15028192,0.887413342,0.435789978,-0.978909027,-0.071862403,-0.191240455
-2.094395102,1.256637061,-0.41887902,-0.41887902,-0.41887902,-1.256637061,-0.746195912,-0.455338726,0.485652453,-0.4244133,0.887413342,0.179919181,-0.512898637,-0.071862403,-0.85543602
-2.094395102,1.256637061,-0.41887902,-0.41887902,-0.41887902,-0.41887902,-0.86021263,-0.455338726,-0.229566711,-0.417693937,0.887413342,-0.195011117,0.292516676,-0.071862403,-0.95355639
-2.094395102,1.256637061,-0.41887902,-0.41887902,-0.41887902,0.41887902,-0.404993286,-0.455338726,-0.792872677,-0.134570295,0.887413342,-0.440894995,0.904362358,-0.071862403,-0.420671512
-2.094395102,1.256637061,-0.41887902,-0.41887902,-0.41887902,1.256637061,0.318225825,-0.455338726,-0.83150404,0.237603731,0.887413342,-0.395021553,0.91775639,-0.071862403,0.390588023
-2.094395102,1.256637061,-0.41887902,-0.41887902,0.41887902,-2.094395102,0.315003932,-0.720544643,0.617728048,-0.621676758,0.33514911,0.707949915,-0.717140524,-0.607034177,-0.34237257
-2.094395102,1.256637061,-0.41887902,-0.41887902,0.41887902,-1.256637061,-0.248282631,-0.720544643,0.647434285,-0.942092262,0.33514911,0.01171509,-0.22542827,-0.607034177,-0.762031235
-2.094395102,1.256637061,-0.41887902,-0.41887902,0.41887902,-0.41887902,-0.647270946,-0.720544643,0.248708143,-0.639088775,0.33514911,-0.692272065,0.415458615,-0.607034177,-0.677424275
-2.094395102,1.256637061,-0.41887902,-0.41887902,0.41887902,0.41887902,-0.61793497,-0.720544643,-0.314597823,0.086824543,0.33514911,-0.938155943,0.781420419,-0.607034177,-0.144539396
-2.094395102,1.256637061,-0.41887902,-0.41887902,0.41887902,1.256637061,-0.179687457,-0.720544643,-0.669722208,0.755282694,0.33514911,-0.563225645,0.630286023,-0.607034177,0.483992807
-2.094395102,1.256637061,-0.41887902,-0.41887902,1.256637061,-2.094395102,0.789067137,-0.508938221,0.344027528,-0.581673989,-0.438896287,0.684854305,-0.197556127,-0.740507891,-0.642354762
-2.094395102,1.256637061,-0.41887902,-0.41887902,1.256637061,-1.256637061,0.272326694,-0.508938221,0.816590509,-0.898161802,-0.438896287,0.025988961,0.345171767,-0.740507891,-0.576632045
-2.094395102,1.256637061,-0.41887902,-0.41887902,1.256637061,-0.41887902,-0.424622885,-0.508938221,0.748783876,-0.620301113,-0.438896287,-0.650074286,0.659486114,-0.740507891,-0.129329537
-2.094395102,1.256637061,-0.41887902,-0.41887902,1.256637061,0.41887902,-0.840583031,-0.508938221,0.185477909,0.068036882,-0.438896287,-0.895958164,0.53739292,-0.740507891,0.403555341
-2.094395102,1.256637061,-0.41887902,-0.41887902,1.256637061,1.256637061,-0.700296782,-0.508938221,-0.500565984,0.711352233,-0.438896287,-0.548951773,0.059685987,-0.740507891,0.669391998
-2.094395102,1.256637061,-0.41887902,0.41887902,-2.094395102,-2.094395102,-0.054857542,0.956374201,0.286947796,0.644686681,0.253376381,-0.7212347,-0.762476054,0.145426259,-0.630461315
-2.094395102,1.256637061,-0.41887902,0.41887902,-2.094395102,-1.256637061,-0.24995063,0.956374201,0.151238454,0.967361425,0.253376381,-0.003504641,-0.041672,0.145426259,-0.988491096
-2.094395102,1.256637061,-0.41887902,0.41887902,-2.094395102,-0.41887902,-0.279641691,0.956374201,-0.084551239,0.649895593,0.253376381,0.716544575,0.706708032,0.145426259,-0.692397978
-2.094395102,1.256637061,-0.41887902,0.41887902,-2.094395102,0.41887902,-0.124282999,0.956374201,-0.264390098,-0.097631361,0.253376381,0.962428453,0.987431949,0.145426259,0.061881738
-2.094395102,1.256637061,-0.41887902,0.41887902,-2.094395102,1.256637061,0.113318575,0.956374201,-0.269271774,-0.780551856,0.253376381,0.571436093,0.614733845,0.145426259,0.775211908
-2.094395102,1.256637061,-0.41887902,0.41887902,-1.256637061,-2.094395102,-0.615638839,0.498012021,0.610715029,0.218306045,0.852441745,-0.475063725,-0.75718643,-0.159144898,-0.633515281
-2.094395102,1.256637061,-0.41887902,0.41887902,-1.256637061,-1.256637061,-0.865792503,0.498012021,-0.0488607,0.499116405,0.852441745,-0.155646671,-0.035863013,-0.159144898,-0.986603642
-2.094395102,1.256637061,-0.41887902,0.41887902,-1.256637061,-0.41887902,-0.543017686,0.498012021,-0.676103409,0.449642081,0.852441745,0.266767822,0.709192352,-0.159144898,-0.686818105
-2.094395102,1.256637061,-0.41887902,0.41887902,-1.256637061,0.41887902,0.139092996,0.498012021,-0.855942267,0.102622151,0.852441745,0.5126517,0.984947629,-0.159144898,0.067461611
-2.094395102,1.256637061,-0.41887902,0.41887902,-1.256637061,1.256637061,0.729160448,0.498012021,-0.469370928,-0.312306836,0.852441745,0.419294064,0.608924857,-0.159144898,0.777099363
-2.094395102,1.256637061,-0.41887902,0.41887902,-0.41887902,-2.094395102,-0.695880984,-0.28990403,0.657042853,-0.452546152,0.887413342,-0.087747028,-0.557630376,-0.358403703,-0.748729022
-2.094395102,1.256637061,-0.41887902,0.41887902,-0.41887902,-1.256637061,-0.953913261,-0.28990403,-0.07749287,-0.237603731,0.887413342,-0.395021553,0.183286547,-0.358403703,-0.915397634
-2.094395102,1.256637061,-0.41887902,0.41887902,-0.41887902,-0.41887902,-0.580704133,-0.28990403,-0.760748555,0.134570295,0.887413342,-0.440894995,0.802915653,-0.358403703,-0.476312125
-2.094395102,1.256637061,-0.41887902,0.41887902,-0.41887902,0.41887902,0.176779443,-0.28990403,-0.940587413,0.417693937,0.887413342,-0.195011117,0.891224328,-0.358403703,0.277967592
-2.094395102,1.256637061,-0.41887902,0.41887902,-0.41887902,1.256637061,0.817281205,-0.28990403,-0.498003098,0.4244133,0.887413342,0.179919181,0.389775298,-0.358403703,0.848305371
-2.094395102,1.256637061,-0.41887902,0.41887902,0.41887902,-2.094395102,-0.242484636,-0.885979339,0.395274349,-0.92394099,0.33514911,0.184412908,-0.295861873,-0.320492877,-0.899861138
-2.094395102,1.256637061,-0.41887902,0.41887902,0.41887902,-1.256637061,-0.455999979,-0.885979339,0.084288962,-0.755282694,0.33514911,-0.563225645,0.470756914,-0.320492877,-0.821992849
-2.094395102,1.256637061,-0.41887902,0.41887902,0.41887902,-0.41887902,-0.367762449,-0.885979339,-0.2824737,-0.086824543,0.33514911,-0.938155943,0.925857592,-0.320492877,-0.200180009
-2.094395102,1.256637061,-0.41887902,0.41887902,0.41887902,0.41887902,-0.036162242,-0.885979339,-0.462312559,0.639088775,0.33514911,-0.692272065,0.76828239,-0.320492877,0.554099708
-2.094395102,1.256637061,-0.41887902,0.41887902,0.41887902,1.256637061,0.319367923,-0.885979339,-0.336221266,0.942092262,0.33514911,0.01171509,0.102304931,-0.320492877,0.941710156
-2.094395102,1.256637061,-0.41887902,0.41887902,1.256637061,-2.094395102,0.444520254,-0.895767756,-0.001368109,-0.883938221,-0.438896287,0.161317299,-0.145103293,-0.070499483,-0.986901645
-2.094395102,1.256637061,-0.41887902,0.41887902,1.256637061,-1.256637061,0.29845881,-0.895767756,0.329427483,-0.711352233,-0.438896287,-0.548951773,0.636317797,-0.070499483,-0.768198857
-2.094395102,1.256637061,-0.41887902,0.41887902,1.256637061,-0.41887902,-0.045104405,-0.895767756,0.442228132,-0.068036882,-0.438896287,-0.895958164,0.996662719,-0.070499483,-0.041149089
-2.094395102,1.256637061,-0.41887902,0.41887902,1.256637061,0.41887902,-0.358820286,-0.895767756,0.262389273,0.620301113,-0.438896287,-0.650074286,0.697477262,-0.070499483,0.713130627
-2.094395102,1.256637061,-0.41887902,0.41887902,1.256637061,1.256637061,-0.435090866,-0.895767756,-0.091082745,0.898161802,-0.438896287,0.025988961,-0.063255952,-0.070499483,0.995504147
-2.094395102,1.256637061,-0.41887902,1.256637061,-2.094395102,-2.094395102,-0.397543992,0.888690247,-0.228447848,0.247900524,-0.135687436,-0.959236285,-0.883461434,-0.437970963,-0.166365053
-2.094395102,1.256637061,-0.41887902,1.256637061,-2.094395102,-1.256637061,-0.096239016,0.888690247,-0.448294207,0.878729309,-0.135687436,-0.457628365,-0.467517757,-0.437970963,-0.767859742
-2.094395102,1.256637061,-0.41887902,1.256637061,-2.094395102,-0.41887902,0.268751049,0.888690247,-0.371486902,0.928068827,-0.135687436,0.346809994,0.257800554,-0.437970963,-0.861231856
-2.094395102,1.256637061,-0.41887902,1.256637061,-2.094395102,0.41887902,0.455898121,0.888690247,-0.048852304,0.363269205,-0.135687436,0.921750728,0.812522238,-0.437970963,-0.384693447
-2.094395102,1.256637061,-0.41887902,1.256637061,-2.094395102,1.256637061,0.341359723,0.888690247,0.306109758,-0.441919741,-0.135687436,0.886733253,0.829566442,-0.437970963,0.346411538
-2.094395102,1.256637061,-0.41887902,1.256637061,-1.256637061,-2.094395102,-0.90356782,0.423682486,0.063705146,0.136279128,0.425177513,-0.894791641,-0.406193543,-0.799823251,-0.441915798
-2.094395102,1.256637061,-0.41887902,1.256637061,-1.256637061,-1.256637061,-0.651947032,0.423682486,-0.628854687,0.756148314,0.425177513,-0.497457345,0.056610907,-0.799823251,-0.597560016
-2.094395102,1.256637061,-0.41887902,1.256637061,-1.256637061,-0.41887902,0.031092394,0.423682486,-0.905276982,0.875644831,0.425177513,0.229063771,0.481953724,-0.799823251,-0.357775593
-2.094395102,1.256637061,-0.41887902,1.256637061,-1.256637061,0.41887902,0.693556777,0.423682486,-0.582642384,0.415693201,0.425177513,0.804004506,0.588369068,-0.799823251,0.118762817
-2.094395102,1.256637061,-0.41887902,1.256637061,-1.256637061,1.256637061,0.89706774,0.423682486,0.125549278,-0.319338745,0.425177513,0.846904273,0.305437778,-0.799823251,0.516711264
-2.094395102,1.256637061,-0.41887902,1.256637061,-0.41887902,-2.094395102,-0.942893088,-0.321692409,0.0864096,-0.299372918,0.70468601,-0.643267816,0.146042737,-0.632401471,-0.760749563
-2.094395102,1.256637061,-0.41887902,1.256637061,-0.41887902,-1.256637061,-0.69513347,-0.321692409,-0.642886811,0.277721567,0.70468601,-0.652907618,0.663068767,-0.632401471,-0.400509912
-2.094395102,1.256637061,-0.41887902,1.256637061,-0.41887902,-0.41887902,0.012622927,-0.321692409,-0.946760083,0.671036919,0.70468601,-0.230493125,0.741316475,-0.632401471,0.224762683
-2.094395102,1.256637061,-0.41887902,1.256637061,-0.41887902,0.41887902,0.712026244,-0.321692409,-0.624125486,0.620301113,0.70468601,0.344447609,0.329006318,-0.632401471,0.701301093
-2.094395102,1.256637061,-0.41887902,1.256637061,-0.41887902,1.256637061,0.940254178,-0.321692409,0.111517154,0.159088002,0.70468601,0.691454,-0.301020081,-0.632401471,0.713761368
-2.094395102,1.256637061,-0.41887902,1.256637061,0.41887902,-2.094395102,-0.48949674,-0.85419096,-0.175358904,-0.770767756,0.517876442,-0.371107879,0.407811241,-0.046495109,-0.911881679
-2.094395102,1.256637061,-0.41887902,1.256637061,0.41887902,-1.256637061,-0.197220189,-0.85419096,-0.481104979,-0.239957396,0.517876442,-0.82111171,0.950539134,-0.046495109,-0.307105128
-2.094395102,1.256637061,-0.41887902,1.256637061,0.41887902,-0.41887902,0.225564611,-0.85419096,-0.468485229,0.449642081,0.517876442,-0.727754073,0.864258414,-0.046495109,0.500894799
-2.094395102,1.256637061,-0.41887902,1.256637061,0.41887902,0.41887902,0.499084559,-0.85419096,-0.145850632,0.841695951,0.517876442,-0.152813339,0.206064379,-0.046495109,0.977433208
-2.094395102,1.256637061,-0.41887902,1.256637061,0.41887902,1.256637061,0.442340896,-0.85419096,0.273298986,0.676766964,0.517876442,0.523249909,-0.588490448,-0.046495109,0.807166152
-2.094395102,1.256637061,-0.41887902,1.256637061,1.256637061,-2.094395102,0.156591273,-0.821438221,-0.548377992,-0.965965138,-0.011632056,-0.258410618,0.205889595,0.570178871,-0.795302163
-2.094395102,1.256637061,-0.41887902,1.256637061,1.256637061,-1.256637061,0.512304281,-0.821438221,-0.250566504,-0.454320325,-0.011632056,-0.890762447,0.728791716,0.570178871,-0.379155231
-2.094395102,1.256637061,-0.41887902,1.256637061,1.256637061,-0.41887902,0.529005675,-0.821438221,0.213054559,0.357965869,-0.011632056,-0.933662215,0.769424091,0.570178871,0.287893423
-2.094395102,1.256637061,-0.41887902,1.256637061,1.256637061,0.41887902,0.195643495,-0.821438221,0.535689156,0.933372163,-0.011632056,-0.358721481,0.300898701,0.570178871,0.764431833
-2.094395102,1.256637061,-0.41887902,1.256637061,1.256637061,1.256637061,-0.267183574,-0.821438221,0.503837461,0.891129894,-0.011632056,0.453599171,-0.366743031,0.570178871,0.735116048
-2.094395102,1.256637061,0.41887902,-2.094395102,-2.094395102,-2.094395102,-0.978060006,0.094838787,0.185483769,0.136923959,-0.378376381,0.915468811,0.157004629,0.920780603,0.357089104
-2.094395102,1.256637061,0.41887902,-2.094395102,-2.094395102,-1.256637061,-0.792291188,0.094838787,-0.602727366,-0.588705898,-0.378376381,0.714322532,-0.160312317,0.920780603,0.355616426
-2.094395102,1.256637061,0.41887902,-2.094395102,-2.094395102,-0.41887902,-0.08223256,0.094838787,-0.992090425,-0.924766228,-0.378376381,0.040481327,-0.371544385,0.920780603,0.118818565
-2.094395102,1.256637061,0.41887902,-2.094395102,-2.094395102,0.41887902,0.682242543,0.094838787,-0.724948769,-0.648872876,-0.378376381,-0.660147942,-0.336911122,0.920780603,-0.196606148
-2.094395102,1.256637061,0.41887902,-2.094395102,-2.094395102,1.256637061,0.995251293,0.094838787,0.021919606,0.056404826,-0.378376381,-0.923931713,-0.079330701,0.920780603,-0.381928948
-2.094395102,1.256637061,0.41887902,-2.094395102,-1.256637061,-2.094395102,-0.7698146,-0.634923223,0.065253227,0.477622151,-0.505224336,0.718766618,-0.423394099,0.584483423,0.692182465
-2.094395102,1.256637061,0.41887902,-2.094395102,-1.256637061,-1.256637061,-0.563599108,-0.634923223,-0.528420805,-0.214556093,-0.505224336,0.835891173,-0.797697768,0.584483423,0.148517339
-2.094395102,1.256637061,0.41887902,-2.094395102,-1.256637061,-0.41887902,0.015571774,-0.634923223,-0.772418294,-0.764754249,-0.505224336,0.399874117,-0.644133883,0.584483423,-0.493427471
-2.094395102,1.256637061,0.41887902,-2.094395102,-1.256637061,0.41887902,0.584438209,-0.634923223,-0.505276638,-0.808884855,-0.505224336,-0.300755152,-0.064321624,0.584483423,-0.808852185
-2.094395102,1.256637061,0.41887902,-2.094395102,-1.256637061,1.256637061,0.766559212,-0.634923223,0.096226168,-0.317744978,-0.505224336,-0.802363072,0.558054749,0.584483423,-0.589028035
-2.094395102,1.256637061,0.41887902,-2.094395102,-0.41887902,-2.094395102,-0.160809314,-0.944531909,-0.286356139,0.787230837,-0.297745751,0.54001396,-0.59532174,-0.138589109,0.791444935
-2.094395102,1.256637061,0.41887902,-2.094395102,-0.41887902,-1.256637061,0.105201649,-0.944531909,-0.311114266,0.125451668,-0.297745751,0.946366391,-0.986506205,-0.138589109,0.087169759
-2.094395102,1.256637061,0.41887902,-2.094395102,-0.41887902,-0.41887902,0.3015966,-0.944531909,-0.129996016,-0.619343736,-0.297745751,0.726471475,-0.72488125,-0.138589109,-0.674789028
-2.094395102,1.256637061,0.41887902,-2.094395102,-0.41887902,0.41887902,0.298413383,-0.944531909,0.13714564,-0.954295367,-0.297745751,0.025842206,0.016425744,-0.138589109,-0.990213742
-2.094395102,1.256637061,0.41887902,-2.094395102,-0.41887902,1.256637061,0.097758455,-0.944531909,0.313532706,-0.657752739,-0.297745751,-0.691887853,0.746863186,-0.138589109,-0.650375615
-2.094395102,1.256637061,0.41887902,-2.094395102,0.41887902,-2.094395102,0.445953432,-0.629107195,-0.636670773,0.860869941,0.106762746,0.497498403,-0.245007105,-0.769951851,0.589190686
-2.094395102,1.256637061,0.41887902,-2.094395102,0.41887902,-1.256637061,0.771539681,-0.629107195,-0.094607915,0.206321061,0.106762746,0.97264245,-0.601795763,-0.769951851,0.212169759
-2.094395102,1.256637061,0.41887902,-2.094395102,0.41887902,-0.41887902,0.586568197,-0.629107195,0.51006067,-0.584758467,0.106762746,0.804151261,-0.560352822,-0.769951851,-0.305252128
-2.094395102,1.256637061,0.41887902,-2.094395102,0.41887902,0.41887902,0.013441786,-0.629107195,0.777202326,-0.988880636,0.106762746,0.103521992,-0.148102685,-0.769951851,-0.620676841
-2.094395102,1.256637061,0.41887902,-2.094395102,0.41887902,1.256637061,-0.568579577,-0.629107195,0.530039057,-0.738622133,0.106762746,-0.665611795,0.362152744,-0.769951851,-0.525375615
-2.094395102,1.256637061,0.41887902,-2.094395102,1.256637061,-2.094395102,0.648955194,0.102622151,-0.753873895,0.649809611,0.440622193,0.619354142,0.395733023,-0.89180759,0.219259201
-2.094395102,1.256637061,0.41887902,-2.094395102,1.256637061,-1.256637061,0.994473267,0.102622151,-0.022172402,-0.025462327,0.440622193,0.897331462,0.101855737,-0.89180759,0.440799991
-2.094395102,1.256637061,0.41887902,-2.094395102,1.256637061,-0.41887902,0.681909806,0.102622151,0.72420143,-0.683884855,0.440622193,0.581509749,-0.259423441,-0.89180759,0.370646329
-2.094395102,1.256637061,0.41887902,-2.094395102,1.256637061,0.41887902,-0.081899823,0.102622151,0.991343085,-0.889754249,0.440622193,-0.11911952,-0.449032066,-0.89180759,0.055221615
-2.094395102,1.256637061,0.41887902,-2.094395102,1.256637061,1.256637061,-0.791513162,0.102622151,0.60247457,-0.506838745,0.440622193,-0.740922783,-0.341498756,-0.89180759,-0.296745383
-2.094395102,1.256637061,0.41887902,-1.256637061,-2.094395102,-2.094395102,-0.829776214,-0.005404742,0.558070089,0.527602185,0.318414767,0.787558233,-0.181954307,0.947936087,-0.261361446
-2.094395102,1.256637061,0.41887902,-1.256637061,-2.094395102,-1.256637061,-0.96995556,-0.005404742,-0.243222122,-0.232235056,0.318414767,0.919064152,0.07247821,0.947936087,-0.310103345
-2.094395102,1.256637061,0.41887902,-1.256637061,-2.094395102,-0.41887902,-0.46827769,-0.005404742,-0.883564821,-0.838393352,0.318414767,0.442389673,0.278949085,0.947936087,-0.153637832
-2.094395102,1.256637061,0.41887902,-1.256637061,-2.094395102,0.41887902,0.34327769,-0.005404742,-0.939218407,-0.889754249,0.318414767,-0.327031211,0.30082853,0.947936087,0.104495793
-2.094395102,1.256637061,0.41887902,-1.256637061,-2.094395102,1.256637061,0.927672908,-0.005404742,-0.373354743,-0.352330248,0.318414767,-0.880042858,0.123638069,0.947936087,0.293480499
-2.094395102,1.256637061,0.41887902,-1.256637061,-1.256637061,-2.094395102,-0.540432088,-0.74500921,0.39101718,0.304584496,0.25998158,0.916317556,-0.784322283,0.614305181,0.086415867
-2.094395102,1.256637061,0.41887902,-1.256637061,-1.256637061,-1.256637061,-0.652202045,-0.74500921,-0.139977747,-0.477149841,0.25998158,0.839486514,-0.589033549,0.614305181,-0.525041544
-2.094395102,1.256637061,0.41887902,-1.256637061,-1.256637061,-0.41887902,-0.332384612,-0.74500921,-0.578343969,-0.943135621,0.25998158,0.207134685,-0.003958469,0.614305181,-0.789058601
-2.094395102,1.256637061,0.41887902,-1.256637061,-1.256637061,0.41887902,0.207384612,-0.74500921,-0.633997555,-0.785011979,0.25998158,-0.5622862,0.583736084,0.614305181,-0.530924975
-2.094395102,1.256637061,0.41887902,-1.256637061,-1.256637061,1.256637061,0.609919393,-0.74500921,-0.270110368,-0.107415462,0.25998158,-0.959620496,0.785149828,0.614305181,0.078542299
-2.094395102,1.256637061,0.41887902,-1.256637061,-0.41887902,-2.094395102,0.129173265,-0.991612186,0.00442035,0.1929631,0.029508497,0.980762199,-0.972666186,-0.125835291,0.19515627
-2.094395102,1.256637061,0.41887902,-1.256637061,-0.41887902,-1.256637061,0.083148825,-0.991612186,0.098952234,-0.599730837,0.029508497,0.799657534,-0.795870087,-0.125835291,-0.59224681
-2.094395102,1.256637061,0.41887902,-1.256637061,-0.41887902,-0.41887902,-0.017898417,-0.991612186,0.128003588,-0.995559617,0.029508497,0.089388462,-0.092415882,-0.125835291,-0.987737204
-2.094395102,1.256637061,0.41887902,-1.256637061,-0.41887902,0.41887902,-0.107101583,-0.991612186,0.072350002,-0.732587984,0.029508497,-0.680032422,0.672193497,-0.125835291,-0.729603579
-2.094395102,1.256637061,0.41887902,-1.256637061,-0.41887902,1.256637061,-0.125431476,-0.991612186,-0.031180386,0.015165534,0.029508497,-0.999449476,0.991986366,-0.125835291,0.011337034
-2.094395102,1.256637061,0.41887902,-1.256637061,0.41887902,-2.094395102,0.73593601,-0.582026917,-0.345894285,0.266602203,-0.220491503,0.938246643,-0.622351552,-0.782705669,-0.007097978
-2.094395102,1.256637061,0.41887902,-1.256637061,0.41887902,-1.256637061,0.749486857,-0.582026917,0.315458585,-0.518861443,-0.220491503,0.825933593,-0.411159645,-0.782705669,-0.46724681
-2.094395102,1.256637061,0.41887902,-1.256637061,0.41887902,-0.41887902,0.26707318,-0.582026917,0.768060274,-0.960974348,-0.220491503,0.167068249,0.072112546,-0.782705669,-0.618200304
-2.094395102,1.256637061,0.41887902,-1.256637061,0.41887902,0.41887902,-0.39207318,-0.582026917,0.712406688,-0.767173253,-0.220491503,-0.602352635,0.507665069,-0.782705669,-0.360066679
