input1,input2,input3,input4,input5,input6,output1,output2,output3,output4,output5,output6,output7,output8,output9
-2.094395102,-2.094395102,-2.094395102,-0.41887902,-1.256637061,-2.094395102,-0.317116396,-0.801393394,0.507154631,-0.447423223,0.597923265,0.665056561,-0.836211487,-0.01601242,-0.548173286
-2.094395102,-2.094395102,-2.094395102,-0.41887902,-1.256637061,-1.256637061,-0.589081626,-0.801393394,0.103689277,-0.793617914,0.597923265,0.112509447,-0.152162559,-0.01601242,-0.988225763
-2.094395102,-2.094395102,-2.094395102,-0.41887902,-1.256637061,-0.41887902,-0.471228695,-0.801393394,-0.368391293,-0.61464485,0.597923265,-0.514489532,0.632578237,-0.01601242,-0.774330922
-2.094395102,-2.094395102,-2.094395102,-0.41887902,-1.256637061,0.41887902,-0.041545459,-0.801393394,-0.596693056,-0.028937448,0.597923265,-0.801030832,0.998717477,-0.01601242,-0.048031276
-2.094395102,-2.094395102,-2.094395102,-0.41887902,-1.256637061,1.256637061,0.415630018,-0.801393394,-0.430139879,0.575918986,0.597923265,-0.557498961,0.703966625,-0.01601242,0.710052528
-2.094395102,-2.094395102,-2.094395102,-0.41887902,-0.41887902,-2.094395102,0.349999662,-0.928772016,0.121994995,-0.625923977,-0.13498158,0.76811402,-0.69693573,-0.34519924,-0.628584182
-2.094395102,-2.094395102,-2.094395102,-0.41887902,-0.41887902,-1.256637061,0.143535537,-0.928772016,0.341731023,-0.98964485,-0.13498158,0.048816435,0.000788055,-0.34519924,-0.938529096
-2.094395102,-2.094395102,-2.094395102,-0.41887902,-0.41887902,-0.41887902,-0.157911621,-0.928772016,0.335330378,-0.698479339,-0.13498158,-0.702784878,0.697990353,-0.34519924,-0.627412904
-2.094395102,-2.094395102,-2.094395102,-0.41887902,-0.41887902,0.41887902,-0.354862534,-0.928772016,0.107028615,0.054897042,-0.13498158,-0.989326179,0.933305361,-0.34519924,0.098886742
-2.094395102,-2.094395102,-2.094395102,-0.41887902,-0.41887902,1.256637061,-0.316987144,-0.928772016,-0.192098133,0.771945921,-0.13498158,-0.621191973,0.551016012,-0.34519924,0.759749195
-2.094395102,-2.094395102,-2.094395102,-0.41887902,0.41887902,-2.094395102,0.87836606,-0.44154617,-0.183057487,-0.273679712,-0.778563878,0.564745698,-0.391883247,-0.445954334,-0.804706315
-2.094395102,-2.094395102,-2.094395102,-0.41887902,0.41887902,-1.256637061,0.723779839,-0.44154617,0.530263825,-0.602815315,-0.778563878,0.17450497,0.335792259,-0.445954334,-0.829679632
-2.094395102,-2.094395102,-2.094395102,-0.41887902,0.41887902,-0.41887902,0.090240424,-0.44154617,0.892688997,-0.533044643,-0.778563878,-0.331212466,0.841261003,-0.445954334,-0.305621755
-2.094395102,-2.094395102,-2.094395102,-0.41887902,0.41887902,0.41887902,-0.603014579,-0.44154617,0.664387234,-0.110537655,-0.778563878,-0.617753766,0.790034711,-0.445954334,0.420677891
-2.094395102,-2.094395102,-2.094395102,-0.41887902,0.41887902,1.256637061,-0.897231446,-0.44154617,-0.003565331,0.385116387,-0.778563878,-0.495503438,0.216011808,-0.445954334,0.868598659
-2.094395102,-2.094395102,-2.094395102,-0.41887902,1.256637061,-2.094395102,0.91834226,0.337867903,-0.206137756,0.376215881,-0.906940259,0.189528303,-0.1229191,-0.251604148,-0.959992837
-2.094395102,-2.094395102,-2.094395102,-0.41887902,1.256637061,-1.256637061,0.76768112,0.337867903,0.544528216,0.110890583,-0.906940259,0.406402073,0.631164778,-0.251604148,-0.733707282
-2.094395102,-2.094395102,-2.094395102,-0.41887902,1.256637061,-0.41887902,0.109015607,0.337867903,0.934858748,-0.227815315,-0.906940259,0.354343829,0.967582441,-0.251604148,-0.02189916
-2.094395102,-2.094395102,-2.094395102,-0.41887902,1.256637061,0.41887902,-0.621789762,0.337867903,0.706556985,-0.415766983,-0.906940259,0.067802528,0.663713273,-0.251604148,0.704400486
-2.094395102,-2.094395102,-2.094395102,-0.41887902,1.256637061,1.256637061,-0.941132727,0.337867903,0.01069906,-0.328589511,-0.906940259,-0.263606335,-0.079360711,-0.251604148,0.964571008
-2.094395102,-2.094395102,-2.094395102,0.41887902,-2.094395102,-2.094395102,-0.329281276,0.208542586,0.920914671,-0.208542586,0.935159093,-0.286334525,-0.920914671,-0.286334525,-0.264440369
-2.094395102,-2.094395102,-2.094395102,0.41887902,-2.094395102,-1.256637061,-0.904705152,0.208542586,0.371508516,0.073245793,0.935159093,-0.346572538,-0.4196947,-0.286334525,-0.861318117
-2.094395102,-2.094395102,-2.094395102,0.41887902,-2.094395102,-0.41887902,-0.881450538,0.208542586,-0.423739234,0.30656459,0.935159093,-0.17747006,0.359253533,-0.286334525,-0.888228258
-2.094395102,-2.094395102,-2.094395102,0.41887902,-2.094395102,0.41887902,-0.274905914,0.208542586,-0.938582297,0.337017707,0.935159093,0.10907124,0.900469768,-0.286334525,-0.327363309
-2.094395102,-2.094395102,-2.094395102,0.41887902,-2.094395102,1.256637061,0.513554617,0.208542586,-0.832329049,0.144453135,0.935159093,0.32343587,0.845810231,-0.286334525,0.450130639
-2.094395102,-2.094395102,-2.094395102,0.41887902,-1.256637061,-2.094395102,-0.249843727,-0.414563859,0.875051381,-0.799667488,0.597923265,0.054951597,-0.545994524,-0.686020828,-0.480900617
-2.094395102,-2.094395102,-2.094395102,0.41887902,-1.256637061,-1.256637061,-0.81746799,-0.414563859,0.399853588,-0.575918986,0.597923265,-0.557498961,-0.007962842,-0.686020828,-0.727538327
-2.094395102,-2.094395102,-2.094395102,0.41887902,-1.256637061,-0.41887902,-0.844141977,-0.414563859,-0.339942833,0.028937448,0.597923265,-0.801030832,0.535338162,-0.686020828,-0.492735706
-2.094395102,-2.094395102,-2.094395102,0.41887902,-1.256637061,0.41887902,-0.312214475,-0.414563859,-0.854785896,0.61464485,0.597923265,-0.514489532,0.724385139,-0.686020828,0.068129243
-2.094395102,-2.094395102,-2.094395102,0.41887902,-1.256637061,1.256637061,0.426317454,-0.414563859,-0.803983977,0.793617914,0.597923265,0.112509447,0.434078373,-0.686020828,0.583910429
-2.094395102,-2.094395102,-2.094395102,0.41887902,-0.41887902,-2.094395102,0.204330646,-0.763337319,0.612833684,-0.978168243,-0.13498158,0.158009055,-0.03789295,-0.63174054,-0.774253198
-2.094395102,-2.094395102,-2.094395102,0.41887902,-0.41887902,-1.256637061,-0.318700292,-0.763337319,0.561913037,-0.771945921,-0.13498158,-0.621191973,0.550026925,-0.63174054,-0.546236461
-2.094395102,-2.094395102,-2.094395102,0.41887902,-0.41887902,-0.41887902,-0.630834885,-0.763337319,0.139152738,-0.054897042,-0.13498158,-0.989326179,0.77397265,-0.63174054,0.043246129
-2.094395102,-2.094395102,-2.094395102,0.41887902,-0.41887902,0.41887902,-0.525521567,-0.763337319,-0.375690325,0.698479339,-0.13498158,-0.702784878,0.485750651,-0.63174054,0.604111078
-2.094395102,-2.094395102,-2.094395102,0.41887902,-0.41887902,1.256637061,-0.072450244,-0.763337319,-0.641924528,0.98964485,-0.13498158,0.048816435,-0.123911394,-0.63174054,0.765212295
-2.094395102,-2.094395102,-2.094395102,0.41887902,0.41887902,-2.094395102,0.732697044,-0.606980867,0.307781202,-0.625923977,-0.778563878,-0.045359266,0.267159533,-0.159413034,-0.950375331
-2.094395102,-2.094395102,-2.094395102,0.41887902,0.41887902,-1.256637061,0.26154401,-0.606980867,0.750445839,-0.385116387,-0.778563878,-0.495503438,0.885031129,-0.159413034,-0.437386997
-2.094395102,-2.094395102,-2.094395102,0.41887902,0.41887902,-0.41887902,-0.38268284,-0.606980867,0.696511357,0.110537655,-0.778563878,-0.617753766,0.9172433,-0.159413034,0.365037278
-2.094395102,-2.094395102,-2.094395102,0.41887902,0.41887902,0.41887902,-0.773673612,-0.606980867,0.181668294,0.533044643,-0.778563878,-0.331212466,0.342480001,-0.159413034,0.925902227
-2.094395102,-2.094395102,-2.094395102,0.41887902,0.41887902,1.256637061,-0.652694546,-0.606980867,-0.453391725,0.602815315,-0.778563878,0.17450497,-0.458915598,-0.159413034,0.874061759
-2.094395102,-2.094395102,-2.094395102,0.41887902,1.256637061,-2.094395102,0.985614928,-0.048961632,0.161758993,0.023971615,-0.906940259,-0.420576662,0.167297863,0.418404261,-0.892720169
-2.094395102,-2.094395102,-2.094395102,0.41887902,1.256637061,-1.256637061,0.539294756,-0.048961632,0.840692527,0.328589511,-0.906940259,-0.263606335,0.775364495,0.418404261,-0.473019847
-2.094395102,-2.094395102,-2.094395102,0.41887902,1.256637061,-0.41887902,-0.263897674,-0.048961632,0.963307207,0.415766983,-0.906940259,0.067802528,0.870342366,0.418404261,0.259696055
-2.094395102,-2.094395102,-2.094395102,0.41887902,1.256637061,0.41887902,-0.892458778,-0.048961632,0.448464145,0.227815315,-0.906940259,0.354343829,0.389380935,0.418404261,0.820561004
-2.094395102,-2.094395102,-2.094395102,0.41887902,1.256637061,1.256637061,-0.930445291,-0.048961632,-0.363145037,-0.110890583,-0.906940259,0.406402073,-0.349248963,0.418404261,0.83842891
-2.094395102,-2.094395102,-2.094395102,1.256637061,-2.094395102,-2.094395102,-0.131366886,0.670938179,0.72978401,-0.670938179,0.481762746,-0.563690178,-0.72978401,-0.563690178,0.386870368
-2.094395102,-2.094395102,-2.094395102,1.256637061,-2.094395102,-1.256637061,-0.630236815,0.670938179,0.390696196,-0.030041831,0.481762746,-0.875786587,-0.775821529,-0.563690178,-0.283468407
-2.094395102,-2.094395102,-2.094395102,1.256637061,-2.094395102,-0.41887902,-0.712054598,0.670938179,-0.206930446,0.630734361,0.481762746,-0.608341041,-0.308467851,-0.563690178,-0.766225142
-2.094395102,-2.094395102,-2.094395102,1.256637061,-2.094395102,0.41887902,-0.322678235,0.670938179,-0.667623185,0.874129162,0.481762746,0.061667367,0.363010969,-0.563690178,-0.741940981
-2.094395102,-2.094395102,-2.094395102,1.256637061,-2.094395102,1.256637061,0.280226832,0.670938179,-0.686523767,0.539078792,0.481762746,0.690868086,0.794271351,-0.563690178,-0.226685695
-2.094395102,-2.094395102,-2.094395102,1.256637061,-1.256637061,-2.094395102,-0.42601523,0.093232263,0.899899311,-0.895257731,0.100009983,-0.434179225,-0.130478426,-0.990608777,0.040861128
-2.094395102,-2.094395102,-2.094395102,1.256637061,-1.256637061,-1.256637061,-0.953815345,0.093232263,0.285559158,-0.276386304,0.100009983,-0.955828758,-0.117672844,-0.990608777,-0.069622936
-2.094395102,-2.094395102,-2.094395102,1.256637061,-1.256637061,-0.41887902,-0.850438851,0.093232263,-0.517746566,0.52538066,0.100009983,-0.844969328,-0.026998577,-0.990608777,-0.134034803
-2.094395102,-2.094395102,-2.094395102,1.256637061,-1.256637061,0.41887902,-0.184293983,0.093232263,-0.978439305,0.979482863,0.100009983,-0.17496092,0.081541696,-0.990608777,-0.109750642
-2.094395102,-2.094395102,-2.094395102,1.256637061,-1.256637061,1.256637061,0.603805362,0.093232263,-0.791660805,0.785423265,0.100009983,0.610825915,0.136122666,-0.990608777,-0.012840224
-2.094395102,-2.094395102,-2.094395102,1.256637061,-0.41887902,-2.094395102,-0.251372154,-0.546169058,0.799069084,-0.799667488,-0.347923265,-0.489368277,0.545292535,-0.762003125,-0.349295418
-2.094395102,-2.094395102,-2.094395102,1.256637061,-0.41887902,-1.256637061,-0.762024856,-0.546169058,0.347875665,-0.171410489,-0.347923265,-0.921720048,0.624449007,-0.762003125,0.171507071
-2.094395102,-2.094395102,-2.094395102,1.256637061,-0.41887902,-0.41887902,-0.768416155,-0.546169058,-0.333520574,0.57027548,-0.347923265,-0.744133912,0.290383351,-0.762003125,0.578816679
-2.094395102,-2.094395102,-2.094395102,1.256637061,-0.41887902,0.41887902,-0.266316679,-0.546169058,-0.794213313,0.934588044,-0.347923265,-0.074125504,-0.235840232,-0.762003125,0.60310084
-2.094395102,-2.094395102,-2.094395102,1.256637061,-0.41887902,1.256637061,0.412014873,-0.546169058,-0.729344297,0.680447449,-0.347923265,0.644934625,-0.605999186,-0.762003125,0.228289782
-2.094395102,-2.094395102,-2.094395102,1.256637061,0.41887902,-2.094395102,0.276994245,-0.824149129,0.494016601,-0.447423223,-0.565622193,-0.692736598,0.850345017,-0.029150449,-0.525417551
-2.094395102,-2.094395102,-2.094395102,1.256637061,0.41887902,-1.256637061,-0.181780554,-0.824149129,0.536408468,0.215419046,-0.565622193,-0.796031513,0.959453211,-0.029150449,0.280356535
-2.094395102,-2.094395102,-2.094395102,1.256637061,0.41887902,-0.41887902,-0.520264109,-0.824149129,0.223838045,0.735710177,-0.565622193,-0.372561499,0.433654001,-0.029150449,0.900607827
-2.094395102,-2.094395102,-2.094395102,1.256637061,0.41887902,0.41887902,-0.514468724,-0.824149129,-0.236854694,0.769153347,-0.565622193,0.297446909,-0.379110882,-0.029150449,0.924891988
-2.094395102,-2.094395102,-2.094395102,1.256637061,0.41887902,1.256637061,-0.168229429,-0.824149129,-0.540811495,0.293617914,-0.565622193,0.77062316,-0.94100339,-0.029150449,0.337139247
-2.094395102,-2.094395102,-2.094395102,1.256637061,1.256637061,-2.094395102,0.809443426,-0.556757754,0.186606923,-0.071618627,-0.409026977,-0.909707483,0.582813961,0.722992209,-0.370958424
-2.094395102,-2.094395102,-2.094395102,1.256637061,1.256637061,-1.256637061,0.402947401,-0.556757754,0.726398097,0.628122193,-0.409026977,-0.661936132,0.665654492,0.722992209,0.184895544
-2.094395102,-2.094395102,-2.094395102,1.256637061,1.256637061,-0.41887902,-0.270194549,-0.556757754,0.785503475,0.912210195,-0.409026977,0.023864032,0.308005627,0.722992209,0.618396959
-2.094395102,-2.094395102,-2.094395102,1.256637061,1.256637061,0.41887902,-0.764538285,-0.556757754,0.324810736,0.592653329,-0.409026977,0.693872441,-0.253462508,0.722992209,0.64268112
-2.094395102,-2.094395102,-2.094395102,1.256637061,1.256637061,1.256637061,-0.752957384,-0.556757754,-0.350821866,-0.119085233,-0.409026977,0.904718541,-0.647204671,0.722992209,0.241678256
-2.094395102,-2.094395102,-1.256637061,-2.094395102,-2.094395102,-2.094395102,-0.63094528,0.081833753,-0.771499378,-0.688596499,0.399045397,0.605473065,0.357411409,0.913272143,-0.195425374
-2.094395102,-2.094395102,-1.256637061,-2.094395102,-2.094395102,-1.256637061,0.151150973,0.081833753,-0.985117567,-0.910715168,0.399045397,-0.106586366,0.384384268,0.913272143,0.134843341
-2.094395102,-2.094395102,-1.256637061,-2.094395102,-2.094395102,-0.41887902,0.833224765,0.081833753,-0.546845251,-0.530178286,0.399045397,-0.748113464,0.156995148,0.913272143,0.375880986
-2.094395102,-2.094395102,-1.256637061,-2.094395102,-2.094395102,0.41887902,0.963921411,0.081833753,0.253295778,0.201198132,0.399045397,-0.894584866,-0.174283752,0.913272143,0.368183604
-2.094395102,-2.094395102,-1.256637061,-2.094395102,-2.094395102,1.256637061,0.456753871,0.081833753,0.885821166,0.799433942,0.399045397,-0.449074763,-0.390232333,0.913272143,0.11684485
-2.094395102,-2.094395102,-1.256637061,-2.094395102,-1.256637061,-2.094395102,-0.637574891,-0.064639858,-0.767671771,-0.687791904,-0.401132116,0.605008531,-0.347045467,0.913736677,0.211292994
-2.094395102,-2.094395102,-1.256637061,-2.094395102,-1.256637061,-1.256637061,0.143870431,-0.064639858,-0.987483158,-0.909831573,-0.401132116,-0.106299269,-0.389240039,0.913736677,-0.116522434
-2.094395102,-2.094395102,-1.256637061,-2.094395102,-1.256637061,-0.41887902,0.830111108,-0.064639858,-0.553838638,-0.529800401,-0.401132116,-0.74726472,-0.173859379,0.913736677,-0.367230448
-2.094395102,-2.094395102,-1.256637061,-2.094395102,-1.256637061,0.41887902,0.967035067,-0.064639858,0.246302391,0.200820246,-0.401132116,-0.893736121,0.156570775,0.913736677,-0.37492783
-2.094395102,-2.094395102,-1.256637061,-2.094395102,-1.256637061,1.256637061,0.464034414,-0.064639858,0.883455574,0.798550347,-0.401132116,-0.448787666,0.383391975,0.913736677,-0.134520925
-2.094395102,-2.094395102,-1.256637061,-2.094395102,-0.41887902,-2.094395102,-0.547743143,-0.168338768,-0.819536155,-0.172273442,-0.935864949,0.307373809,-0.81871809,0.30954621,0.483613309
-2.094395102,-2.094395102,-1.256637061,-2.094395102,-0.41887902,-1.256637061,0.242522351,-0.168338768,-0.955429206,-0.343696688,-0.935864949,0.077649106,-0.90722406,0.30954621,-0.284825645
-2.094395102,-2.094395102,-1.256637061,-2.094395102,-0.41887902,-0.41887902,0.872301399,-0.168338768,-0.459077694,-0.287682505,-0.935864949,-0.203459022,-0.395384681,0.30954621,-0.864784423
